,fname,dialogue
9700,train_9700,"#Person1#: 셰리, 졸업 논문 진행 상황은 어떠니?
#Person2#: 아, 제 졸업 논문 말인가요. 지금 그걸 얘기하고 싶진 않네요. 제가 얼마 전에 초안을 완성했는데, 지도교수님께서는 제가 그분이 기대하는 수준을 달성하려면 더 많은 연구를 해야 한다고 하셨어요."
9704,train_9704,"#Person1#: 너, 존이랑 사귄다고 하던데? 
#Person2#: 그래. 솔직히 말하자면, 나 정말로 그를 죽도록 사랑해. 
#Person1#: 너 정말 행운아야. 
#Person2#: 왜 그래? 
#Person1#: 왜? 너 농담하는 거야? 그런 남자 찾기 힘들어. 몇 안 되는 남자들 중에서도 그렇게 배려심 많고, 인내심 강하고, 그리고 말했던 것처럼 잘생겼지? 
#Person2#: 정말 그렇게 생각해? 
#Person1#: 완전히. 난 진심으로 말하는 거야! 그리고 그가 너에게 빠져들었다는 건 너무나도 명백해. 
#Person2#: 그럴 수 있으면 좋겠어."
9706,train_9706,"#Person1#: 토마스, 제가 부엌에서 바쁘니까 식탁 차려주실 수 있을까요? 
#Person2#: 물론이죠! 물건들은 어디에 있나요? 
#Person1#: 다 여기 있어요. 
#Person2#: 알겠습니다! 바로 해볼게요. 
#Person1#: 정말 감사합니다. 매우 고마워요."
9708,train_9708,"#Person1#: 무슨 일이야, 프랭크? 기분이 안 좋아 보여.
#Person2#: 안녕, 낸시. 나는 열심히 일하고, 결과를 내는데. 사실 내가 해야 할 것보다 훨씬 더 많은 일을 하는데 아무도 그걸 인지하지 않아. 이번에도 승진을 못 했어.
#Person1#: 프랭크, 너는 상사와 이야기를 해야 할 것 같아. 최소한 월급 인상이라도 요구해봐.
#Person2#: 그런데, 그의 사무실에 들어가기만 해도 긴장돼.
#Person1#: 너가 자신이 받아야 할 것을 요구할 때 두려워할 필요는 없어. 너가 얼마나 훌륭한 직원인지 나보다 더 잘 아는 사람은 없어. 지난달에 네가 2,000,000달러의 거래를 성사시킨 것이 없었다면 우리 모두는 지금 집에서 새로운 일자리를 찾고 있을 거야. 너도 상사에게 그걸 보여줘야 해.
#Person2#: 그래. 그런데, 나는 그게 안돼.
#Person1#: 이런 건 어때? 다음 주에 나는 모든 동료들을 내 생일 파티에 초대할 거야. 우리 상사도 올 거야. 그때 그와 이야기해보는 건 어때? 좀 더 편한 환경에서 말이야.
#Person2#: 좋아, 시도해볼게."
9710,train_9710,"#Person1#: 델라, 이 사람이 조니야.
#Person2#: 오, 안녕 조니.
#Person1#: 안녕. 이번 수요일이 제럴드의 생일이야. 토니와 에이미가 그에게 파티를 열자고 제안했어. 너도 올래?
#Person2#: 이번 수요일? 어떤 종류의 파티야?
#Person1#: 변장 파티야.
#Person2#: 재미있겠네. 어디서 열리니?
#Person1#: 내 집에서, 우리는 내일 오후에 집을 꾸밀 예정이야.
#Person2#: 제럴드는 파티에 대해 알고 있나요?
#Person1#: 아니, 우리는 그를 놀래키고 싶어.
#Person2#: 나도 가고 싶지만, 일에 치여 있어. 저녁 시간을 내는 것이 가능할지 모르겠어.
#Person1#: 벨라야, 제럴드를 좋아한다는 것을 알고 있어, 그리고 제럴드도 너를 높이 평가해. 하지만 너는 항상 바빠서, 그는 너에게 데이트를 제안할 기회가 없었어. 이번 기회를 주는 것도 좋을 것 같아.
#Person2#: 그럼, 나는 그의 생일 파티 서프라이즈인가?
#Person1#: 그렇게 말할 수 있겠네.
#Person2#: 알았어, 나도 갈게. 오늘 저녁에 그에게 선물을 사야겠네."
9711,train_9711,"#Person1#: 어제 밤에 전화했을 때 뭐하고 있었어?
#Person2#: TV 프로그램을 보고 있었어, 사람들이 어떻게 말을 다양한 목적으로 사용하는지에 대한 내용이었어.
#Person1#: 오, 나 말 좋아해. 말이 정말 유용하다고 생각해.
#Person2#: 응, 사람들은 스포츠와 엔터테인먼트를 위해 말을 사용하고, 많은 나라에서 경마가 열려.
#Person1#: 말이 사람들에게 어떤 도움을 더 줄 수 있을까?
#Person2#: 응, 몇몇 나라에서는 아직도 농사일을 하기 위해 말을 사용하고 있어.
#Person1#: 정말? 힘든 일이겠다. 그럼, 이번 주말에 같이 말 타러 가자.
#Person2#: 아주 좋지만, 존이 결혼식에 초대했어."
9714,train_9714,"#Person1#: 나한테 오천원 빌려줄 수 있을까?
#Person2#: 안 돼!
#Person1#: 제발! 화요일에 갚을게.
#Person2#: 마지막에 돈 빌려줬을 때, 넌 돈을 돌려주지 않았어.
#Person1#: 오늘 나한테 오천원 빌려주면, 다음 주에 전액 갚을게, 약속할게.
#Person2#: 좋아, 하지만 네 스케이트보드를 담보로 가져갈 거야.
#Person1#: 좋아! 네가 나를 믿지 않는다는게 믿기지 않아.
#Person2#: 개인적인 건 아니야, 그냥 사업이야."
9715,train_9715,"#Person1#: 쇼핑 가기 준비 됐어?
#Person2#: 잠시만. 필요한 물건들 목록을 만들어야 해.
#Person1#: 좋은 생각이야. 감자, 당근, 양파 적어놨어?
#Person2#: 내 목록에는 양파가 없네. 추가할게. 차도 사야겠어. 녹차를 사도 될까, 아니면 평소에 마시던 차를 사야 할까?
#Person1#: 둘 다 사. 커피도 필요해. 그것도 목록에 있니?
#Person2#: 응, 있어. 내 목록을 봐. 빠뜨린 게 있나?
#Person1#: 다 적은 것 같아. 나는 초콜릿과 치즈를 좀 사고 싶어.
#Person2#: 어떤 종류의 치즈를 원해?
#Person1#: 잘 모르겠어. 치즈 코너에서 무슨 치즈가 있는지 보고 결정할게. 돈은 충분히 있나?
#Person2#: 현금은 부족해서 내 신용카드를 가져가서 그걸로 결제할게. 차 키는 어디 있지?
#Person1#: 내가 가지고 있어. 내가 운전할까?"
9716,train_9716,"#Person1#: 사무실 파티에 대해 어떻게 해야 할지 도와주실 수 있나요?
#Person2#: 도와드리기로 행복합니다. 음식이나 엔터테인먼트 중 어느 것을 도와드릴까요?
#Person1#: 두 가지 모두 도와주셨으면 좋겠습니다.
#Person2#: 그렇게 하면 잘 될 것 같습니다. 모든 것이 잘 어울리도록 하려면, 이 파티는 캐주얼한 스타일로 할까요, 아니면 드레시한 스타일로 할까요?
#Person1#: 드레시한 파티가 재미있을 것 같아요!
#Person2#: 그렇게 하면 잘 될 것 같습니다. 중국 음식이 좋을까요, 아니면 대륙식 음식이 좋을까요?
#Person1#: 아마 두 가지 모두 해야 할 것 같아요.
#Person2#: 네, 그렇게 하면 잘 될 것 같습니다. 밴드를 고용할까요, 아니면 DJ를 초대할까요?
#Person1#: 아마 둘 다 할 수 있을 것 같아요!
#Person2#: 모든 것이 훌륭하게 들립니다! 자세한 사항은 금요일에 다시 여기에서 만나서 논의하겠습니다."
9723,train_9723,"#Person1#: 너는 정말 멋진 사람이야, 캐슬린.
#Person2#: 너도 그래.
#Person1#: 그리고 너가 나와 함께하고 싶어해줘서 정말 영광스러워. 왜냐하면 너는 정말로 가치 있는 사람이 아니면 절대 함께하지 않을 테니까.
#Person2#: 나도 너와 똑같이 생각해.
#Person1#: 그런 말 하지 마, 하지 마, 하지 마, 하지 마. 그 말은 상황을 더 나쁘게 만들어.
#Person2#: 뭐? 너는 나를 사랑하지 않아? 나도 마찬가지야.
#Person1#: 너는 나를 사랑하지 않아?
#Person2#: 아니.
#Person1#: 하지만 우리는 서로에게 너무 잘 맞아.
#Person2#: 알아, 알아. 그럼, 누군가 다른 사람이 있는 건가? 아, 텔레비전에 나오는 그 여자, 시드니 앤."
9729,train_9729,"#Person1#: 저는 소고기를 좀 사고 싶어요.
#Person2#: 어떤 종류를 원하시나요?
#Person1#: 저는 갈아진 소고기가 필요합니다.
#Person2#: 몇 파운드를 가져다 드릴까요?
#Person1#: 대략 사 파운드 정도 필요해요.
#Person2#: 정확히 어떤 종류의 갈린 소고기를 원하시나요?
#Person1#: 저는 특등급을 원해요.
#Person2#: 지금 바로 가져다 드리겠습니다.
#Person1#: 감사합니다.
#Person2#: 별말씀을요, 이걸 포장해 드리겠습니다.
#Person1#: 도움 주셔서 감사합니다."
9730,train_9730,"#Person1#: 제 세탁물을 찾으러 왔습니다.
#Person2#: 네, 신사분. 세탁 티켓을 주시겠어요?
#Person1#: 여기 있습니다.
#Person2#: 네, 다 준비되어 있습니다.
#Person1#: 이 단추를 붙여주실 수 있나요?
#Person2#: 문제 없습니다.
#Person1#: 셔츠는 얼마인가요?
#Person2#: 10달러입니다.
#Person1#: 돈은 여기 있습니다, 거스름돈은 그냥 가지세요.
#Person2#: 감사합니다, 안녕히 가세요!"
9731,train_9731,"#Person1#: 안녕하세요, 어제 세탁물을 맡겼는데, 준비가 되었나요?
#Person2#: 오늘 오후에 준비될 예정입니다.
#Person1#: 아, 그런데 저는 오늘 오전 열한시에 일본으로 출발해요.
#Person2#: 그렇군요? 정말 죄송합니다
#Person1#: 당일 서비스라고 생각했어요. 어쨌든, 서둘러 주세요.
#Person2#: 미안합니다... 열한시까지는 돌려드릴 수 없다는게 정말 죄송합니다.
#Person1#: 그럼, 일본으로 보내주실 수 있나요?
#Person2#: 네, 그렇게 하겠습니다."
9734,train_9734,"#Person1#: 안녕하세요. 무엇을 도와드릴까요?
#Person2#: 네. 어제 회사에서 게시한 감독직을 지원하러 왔습니다. 아직 모집 중인가요?
#Person1#: 네. 이 직무는 이 달 말까지 모집합니다.
#Person2#: 좋습니다. 어디에서 지원서를 받을 수 있나요?
#Person1#: 인사팀으로 가주세요. 거기서 받으실 수 있습니다.
#Person2#: 인사팀은 어디에 있나요?
#Person1#: 1층, 120호실에 있습니다.
#Person2#: 정말 감사합니다.
#Person1#: 행운을 빕니다.
#Person2#: 필요해요. 감사합니다."
9736,train_9736,"#Person1#: 안녕하세요. 무엇을 도와드릴까요?
#Person2#: 저, 반 파운드의 갈은 소고기 좀 주세요.
#Person1#: 좋은 선택이십니다! 우리의 갈은 소고기는 특별히 늘어난 것이에요, 알죠?
#Person2#: 또한 반 더즌 돼지 갈비와 뼈 없는 닭 가슴살 두 파운드도 주세요.
#Person1#: 아, 아니요. 지금 닭 가슴살은 없는데, 좋은 닭 허벅지는 있어요.
#Person2#: 아니, 그건 안 될 것 같아요. 여기 있는 훈제 햄을 가져갈께요.
#Person1#: 좋아요, 다른 것은 필요하신가요?
#Person2#: 이게 살라미와 발로나인가요?
#Person1#: 네! 정말 좋은 고기입니다! 제가 직접 만들었어요. . .
#Person2#: 좋아 보이네요. 그럼, 이 정도로 할게요.
#Person1#: 잠깐만요! 우리는 T-본, RMB 아이, 그리고 새로운 스테이크가 있어요. 매우 신선해요! 방금 도축장에서 왔거든요. . .
#Person2#: 음. . . 아니요, 괜찮아요. 오늘은 이 정도로 할게요.
#Person1#: 알겠습니다. 그럼 총 금액은 34달러 50센트입니다."
9741,train_9741,"#Person1#: 실례합니다. 주머니에 열쇠나 돈이 있나요?
#Person2#: 아니요. 아니요. 제가 다 빼놓은 것 같아요.
#Person1#: 좋습니다. 바디 스캐너를 통과해 주세요.
#Person2#: 뭔가 느껴질까요?
#Person1#: 아니요, 그냥 통과하시면서 손을 들고 가세요.
#Person2#: 알겠습니다, 음? [보안 경보가 울림 ... ]
#Person1#: 추가 검색을 해야 합니다. 죄송합니다, 이쪽으로 와 주세요. [뭐? 제가 ... 뭔가 찾으셨나요?] 긴장하지 마세요. 알겠죠? 제가 여러분의 휴대용 가방을 열겠습니다. 제가 뒤지는 동안 가방에 손대지 마세요. [알겠습니다.] 지금 보겠습니다. 음. 먼저, 이런 물이 들어있는 병은 이 지점을 넘어서 가지고 갈 수 없습니다.
#Person2#: 아. 그런데, 저는 다른 물은 마시지 못해요. 시에라 스프링스가 유일하게 마시는 병에 들어있는 물이에요.
#Person1#: 죄송합니다. [아 ... ] 그리고, 이건 뭔가요? [뭐요?] 아니요, 라이터는 비행기에 가져갈 수 없습니다.
#Person2#: 하지만 저는 흡연하지 않아요. 제 말은 ... [그래도 비행기에 가져갈 수 없습니다.] 비상 상황을 대비해서 가지고 있는 거에요. 비행기가 어두운 숲에 추락하면 비상용 불을 피울 수 있게요.
#Person1#: 그건 여기에 두고 가셔야 합니다. 이건 뭔가요?
#Person2#: 그게 ... 아. 제 포켓나이프에요.
#Person1#: 포켓나이프? 거의 1피트나 되는데요!
#Person2#: 그건 제 할아버지가 준 특별한 칼이지만, 사과나 과일을 깎는 데만 사용해요. 그런 거죠.
#Person1#: 죄송하지만, 그건 비행기에 가져갈 수 없습니다. 사실, 가방에 다른 금지품이 더 있나요? [그런 건 없는데 ...] 금지품에 대해 설명하는 표지판을 보지 않으셨나요?
#Person2#: 읽기 시작했는데, 좀 산만해졌어요.
#Person1#: 산만했다고요? 몇 번이나 비행기를 타 본 적이 있나요?
#Person2#: 음, 오래됐네요. 마지막으로 비행기를 탄 게 대략, 음, 1960년도 ...
#Person1#: 이쪽으로 오시겠어요? [뭐요?] 제 상사가 몇 가지 질문을 하고 싶어할 것 같아요.
#Person2#: 아, 아니!"
9742,train_9742,"#Person1#: 너 좀 안 좋아 보이는데. 정말 괜찮아?
#Person2#: 비행기 타고 오느라 힘들었어. 잘 자고 나면 괜찮아질 거야.
#Person1#: 너 얼굴이 창백해 보여.
#Person2#: 이런 긴 비행은 너무 지루하고, 너도 알다시피 나는 가능한 한 많은 운동을 하려고 하는데 움직이지 않고 자리에만 앉아 있어야 했어. 내일은 분명 정상적으로 돌아올 거야."
9743,train_9743,"#Person1#: David, 여가 시간에 무엇을 하는걸 좋아하나요?
#Person2#: 저는 스포츠를 좋아해요.
#Person1#: 어떤 스포츠를 가장 많이 하나요 -- 배구, 농구, 야구, 아니면 축구?
#Person2#: 마지막 꺼요. 저는 고등학교 때 포워드였어요.
#Person1#: 당신은 저보다 활동적이군요. 저는 독서, 사진 촬영, 그리고 컴퓨터를 좋아해요.
#Person2#: 저는 컴퓨터에 대해 잘 몰라요. 컴퓨터가 없어요.
#Person1#: 정말요? 하지만 그것 없이 인터넷에 접속할 수 없는데요!
#Person2#: 맞습니다. 이메일을 읽을 때는 도서관의 컴퓨터를 사용합니다.
#Person1#: 그럼, 당신의 생일 선물로 무엇이 필요한지 알겠군요!"
9744,train_9744,"#Person1#: 너 제임스 알아? 너랑 같은 반이잖아.
#Person2#: 그럼, 사실 그는 내가 반에서 처음으로 알게 된 사람이었어. 아직도 그가 첫날 학교에 늦게 도착했을 때의 얼굴이 생각나."
9748,train_9748,"#Person1#: 그래서 내 새 드레스에 대해 어떻게 생각해? 
#Person2#: 정말 좋아 보여! 색깔도 맘에 들고, 너의 눈동자와도 잘 어울려. 사실 나도 그 드레스를 맥신즈에서 한참 동안 눈여겨 보고 있었어, 그런데 지금 드레스에 95달러를 쓸 수 있을지 확신이 안 서서 말이야. 
#Person1#: 음, 95달러? 
#Person2#: 그래, 그들이 광고한 가격이 그거야. 곧 세일이 될 것 같아서 기대하고 있었어. 그런데, 너는 얼마에 샀어? 
#Person1#: 나는 헬렌 부띠끄에서 145달러에 샀어. 다른 곳에서 더 싸게 살 수 있다는 걸 몰랐어. 
#Person2#: 물론이지! 헬렌의 모든 것은 과대평가되어 있고, 거의 모든 다른 옷 가게에서도 찾을 수 있는 것들을 팔고 있어! 왜 주위를 둘러보지 않았어? 
#Person1#: 모르겠어, 그냥 드레스를 보고 얼마나 예쁘게 보이는지, 그리고 얼마나 갖고 싶은지 생각했어. 아마 너무 충동적이었던 것 같아."
9749,train_9749,"#Person1#: 헤이, 레이, 지금 뭐하고 있어? 
#Person2#: 별로 안 바빠. 조안. 같이 놀러 나갈래? 
#Person1#: 그래, 나도 지금 집에 혼자 있어서 할 일이 별로 없어. 
#Person2#: 나도 그래. 뭐하고 싶어? 
#Person1#: 음, 영화를 보러 갈 수도 있어. 쉬렉 2 봤어? 
#Person2#: 사실 나 봤어. 클린트 이스트우드의 밀리언 달러 베이비 어때? 
#Person1#: 음... 그것도 봤어. 공원에서 산책할 수도 있어. 
#Person2#: 그럴 수 있지만, 곧 비가 올 것 같아. 
#Person1#: 그럼 그건 안되겠네. 쇼핑하러 가볼까? 
#Person2#: 나 차라리 안 가고 싶어. 내가 살 수 없는 물건을 사고 싶어질까봐! 
#Person1#: 알았어. 그럼 그것도 안하는게 좋겠네. 너 뭐하고 싶어? 
#Person2#: 모르겠어. 1번가에 있는 새 볼링장에서 볼링하러 갈래? 
#Person1#: 가고 싶지만, 지난 주말에 손목을 다쳤어. 
#Person2#: 그럼... 바에서 노래방을 하러 갈래? 
#Person1#: 그게 재미있겠지만, 내가 먹고 있는 약 때문에 술을 마실 수 없어. 
#Person2#: 그럼 그것도 재미없겠네. 여기로 올래? 
#Person1#: 차가 없어. 
#Person2#: 정말, 우리는 별로 행운이 없는 것 같아, 그렇지? 
#Person1#: 그래. 너 차 있어? 
#Person2#: 없지만, 버스를 탈 수 있어. 
#Person1#: 좋아. 그럼 너 버스 타고 내 집에 와서 마작을 할까? 
#Person2#: 좋아! 밥 먹었어? 
#Person1#: 아직 안 먹었어. 너 도착할 때쯤 저녁을 준비해 놓을게. 
#Person2#: 완벽해. 내 돈 다 가져갈 준비 됐어? 
#Person1#: 허? 돈을 걸고 하는 거야, 그렇지? 
#Person2#: 아, 그래. 너가 질 거라고 약속만 한다면! 
#Person1#: 헤이... . 토요일 밤에 혼자가 아니라면, 뭐하든 상관 없어! 
#Person2#: 곧 보자. 
#Person1#: 안녕! "
9750,train_9750,"Person1#: 이번 여름에 당신의 정원이 정말 아름답게 피어나 보이네요. 꽃들이 정말 다채롭네요.
#Person2#: 감사합니다. 저는 장미, 튤립, 수선화를 가꾸고 있어요. 작은 꽃들이 있는 조경 정원을 좋아하시나요?
#Person1#: 네, 정말 좋아합니다. 꽃들 중에 제비꽃도 있네요?
#Person2#: 네, 맞아요. 오늘 오후에는 나무의 가지를 가지치기 할 예정이에요.
#Person1#: 나무 아래의 가지들이 너무 낮게 내려가 있네요. 제가 그것들을 잘라드릴까요?
#Person2#: 감사합니다! 정말 친절하시네요. 정원 창고에 톱이 있어요.
#Person1#: 그 아래 가지들을 제거하면 나무 밑에서 앉아 쉴 수 있을 것 같아요.
#Person2#: 내일은 잔디를 깎으려고 해요. 그럼 정원이 완벽해질 거예요.
#Person1#: 아이들이 꽃밭에서 놀 때 꽃들을 다치지 않게 조심하세요."
9751,train_9751,"#Person1#: 바바라! 그들이 잡혔어!
#Person2#: 아니? 대단해!
#Person1#: 보니까, 어린 불량아놈 두 명이었어. 믿기지 않겠지만, 둘 다 부유한 가정에서 왔대. 경찰이 그렇게 말해.
#Person3#: 물건을 되찾아서 다행이야.
#Person1#: 유일한 문제는 은으로 된 물건들이 사라진 거야.
#Person2#: 어떤 말이에요?
#Person1#: 보니까, 그들이 대교 쪽에 부딪혔대. 차가 기울어져서 은으로 된 물건들이 모두 강으로 떨어졌어. 회수할 수 있을지 의심스러워.
#Person2#: 아, 안 돼!
#Person3#: 미안해!
#Person2#: 그냥 그들이 엄중한 형량을 받았으면 좋겠어.
#Person1#: 어린 것들이 도움이 되는 구석이 하나 없네!
#Person2#: 몇 년 동안 교도소에 갇혀 있게 되면 후회하겠지!
#Person1#: 그들은 내 차도 망가뜨렸어!"
9755,train_9755,"#Person1#: 나쁜 날씨가 오래 갈 것 같아요? 
#Person2#: 그렇게 생각하지 않아요. 이번에는 날씨가 너무 빨리 변하더라고요. 
#Person1#: 그랬으면 좋겠어요. 우리는 광장에 가려고 계획했는데 취소해야 할 것 같아요. 
#Person2#: 박물관에 가보는 것은 어떨까요? 볼 만한 가치가 있어요. 다른 때에 광장에 가도 될 것 같아요. 
#Person1#: 좋은 생각이에요. 정말 고마워요."
9759,train_9759,"#Person1#: 안녕, 잉그리드. 여기서 뭘 하려고 하니? 이 모든 광고들이 신문에 있네. 와, 너 정말 행복해 보이지 않는구나?
#Person2#: 부모님이 영국에서 공부하라고 하셔서요. 이 모든 것들을 저에게 던져주시고 영국의 학교에 대해 알아보라고 하셨어요.
#Person1#: 잠깐만, 너의 독서등을 켜줄게. 여기 너무 어두워.
#Person2#: 이 광고들을 거의 이해할 수 없고, 뭘 해야 할지 모르겠어요.
#Person1#: 정말로 영국에서 공부하고 싶니?
#Person2#: 음, 부모님이 그렇게 원하시니까요. 어떤 학교가 더 좋은지 어떻게 알 수 있을까요?
#Person1#: 주전자가 끓고 있어. 커피라도 한잔 할까? 그리고 나서 우리 같이 신문을 볼 수 있어. 좋아, 잠시만. 설탕 좀 넣을래?"
9760,train_9760,"#Person1#: 캐시, 걱정하는 것 같아, 왜 그래?
#Person2#: 화면에 따르면 우리의 시드니행 비행기가 3시간 지연되었어. 그래서 이제 우리는 오후 2시까지 비행기에 탑승하지 못할 것 같아. 하지만 우리는 밤에 회의가 있어.
#Person1#: 그건 문제가 아닐 거야. 우리의 고객들과의 회의는 8시까지 없으니까. 불행히도, 우리가 계획했던 도시 투어를 할 시간은 없을 것 같아. 나는 그것을 오랫동안 기대하고 있었어.
#Person2#: 참 안타깝네! 하지만, 다음에는 둘러볼 수 있을 거야."
9761,train_9761,"#Person1#: 안녕하세요, 이곳은 미국 아마존이에요.
#Person2#: 안녕하세요, 일주일 전에 여러분의 웹사이트에서 몇 가지 제품을 주문했는데, 아직 도착하지 않았어요. 주문한 다음 하루 혹은 이틀 내로 배송한다고 했던 걸로 기억해요.
#Person1#: 죄송해요, 잠시만 기다려주시겠어요? 주문을 찾아보겠어요. 네, 여기에 주문 내용이 있네요. 제품은 9월 19일에 발송되었어요. 주문하신 다음 날 발송되었답니다. 배송 번호는 3356이고, 배송 회사는 BLC에요.
#Person2#: 알겠어요, 그들에게 왜 배송이 지연되고 있는지 문의해볼게요. 도움 주셔서 감사합니다.
#Person1#: 천만에요, 기쁘게 도움 드릴 수 있어서 좋아요. 추가로 궁금한 점 있으면 언제든 연락주세요."
9763,train_9763,"#Person1#: 여기 우리의 최신 디자인 모델이에요. 어떻게 생각하세요?
#Person2#: 음, 제 기대와는 조금 다른 것 같아요.
#Person1#: 어떤 점이 문제인가요?
#Person2#: 제가 원하는 거랑은 맞지 않아 보여요. 아마 다시 검토해봐야 할 것 같아요.
#Person1#: 오, 세상에!"
9764,train_9764,"#Person1#: 정말 지루하네.
#Person2#: 넌 이거 안 좋아해?
#Person1#: 나는 싫어. 다른 채널에서 볼만한 것이 있을까?
#Person2#: 5번 채널에서는 농구 경기가 있는 것 같아.
#Person1#: 우리 채널을 바꿔도 괜찮을까?
#Person2#: 음, 나는 영화를 보는 것이 더 좋을 것 같아.
#Person1#: 무슨 영화인데?
#Person2#: '스타 워즈'.
#Person1#: 흥미로울 것 같아.
#Person2#: 그래, 맞아."
9765,train_9765,"#Person1#: 이 양식 어려워요. 어떻게 작성해야 하는 건가요?
#Person2#: 사실 저기 샘플이 있어요. 그래도 뭔가 이해 안 되는 부분이 있으면 물어봐주세요.
#Person1#: 알겠어요, 고마워요."
9769,train_9769,"#Person1#: 너 좀 안 좋아 보이는데.
#Person2#: 정말로 배가 많이 아파.
#Person1#: 이상한 것 먹었어?
#Person2#: 점심에 조개 소스 스파게티를 먹었어.
#Person1#: 식중독일지도 몰라.
#Person2#: 그럴 수도 있겠다, 하지만 몇 일 동안 기분이 그리 좋지 않았어.
#Person1#: 스트레스 많이 받고 있어?
#Person2#: 별로. 일이 괜찮게 진행되고 있어.
#Person1#: 아마 독감에 감기 겪고 있을지도 몰라.
#Person2#: 나는 독감을 걸리고 있는 것 같아."
9770,train_9770,"#Person1#: 안녕, 리밍. 너 왠지 우울해 보여. 무슨 일 있어?
#Person2#: 이번 토요일에 우리 반에서 학부모 회의가 있을 예정인데, 그게 걱정이야.
#Person1#: 왜? 그날은 학교를 일찍 끝낼 수 있잖아.
#Person2#: 나 지난 시험에서 잘 못 봤어. 아빠가 알게 되면, 나를 때릴 거야.
#Person1#: 믿을 수 없어. 나의 부모님은 절대 나를 때리지 않아.
#Person2#: 아빠가 성격이 급한 거 알잖아.
#Person1#: 선생님께 도움을 청해 볼 수 있어.
#Person2#: 좋은 생각이야."
9771,train_9771,"#Person1#: 헤이, 사라. 왜 절뚝거리고 있어?
#Person2#: 오. 안녕, 매트. 어제 스노보드를 타고 왔는데 몸이 전부 아파.
#Person1#: 처음이었어?
#Person2#: 응. 그리고 다시는 가고 싶지 않아.
#Person1#: 나도 처음 갔을 때를 기억해. 등이 아팠고, 엉덩이가 아파서 앉을 수 없었고, 너무 빨리 걷으면 다리가 쥐가 났어.
#Person2#: 그게 바로 지금 내가 느끼는 것이야.
#Person1#: 처음 몇 번만 그래.
#Person2#: 하. 다음 번은 없을 거야.
#Person1#: 기회를 줘봐. 잠깐 후에 재미있어.
#Person2#: 몸이 좀 나아지면 생각해 볼게. 지금은 스노보딩이라는 단어도 듣고 싶지 않아."
9772,train_9772,"#Person1#: 어떻게 된 거야? 좀 안 좋아 보이는데.
#Person2#: 응, 그냥 머리가 아파. 오늘 종일 물리학 수업이었어. 정말 힘들어!
#Person1#: 나는 물리학을 좋아했어. 사실 그냥 수학이야, 호점, 곡선, 속도, 멋진 것들 말이지.
#Person2#: 그래, 그래, 근데 오늘 수업은 우주의 창조에 대한 내용이었어.
#Person1#: 우주의 창조에 관한 물리학 수업? 꽤 비과학적인 언어야. 나한테는 종교적으로 들린다.
#Person2#: 모든 게 종교야. 빅뱅 이론을 생각해 봐봐. 우주에 있는 모든 것이 폭발에서 나온다는 거 가능해? 그건 아닐거야, 아틀라스가 지구를 등에 짊어지고 있거나 아프리카 신화처럼 거북이 같은 거야.
#Person1#: 거북이? 아무래도. . . 어쨌든, 물질이 만들어지려면 입자와 반입자의 불균형만 있으면 돼. 최소한 수학은 그런 식으로 말해.
#Person2#: 수학, 헛소리. 증거는 어디에 있는데?
#Person1#: 증거가 있어! 에드윈 허블 알아? 그는 20세기 초에 우주의 물질 이동을 처음으로 측정한 과학자야, 그래서 우주가 확장되고 있다는 개념을 발전시켰어. 그게 무엇으로부터 확장되고 있을까? 물론, 빅뱅에서... 어!
#Person2#: 어쨌든, 그건 그냥 이론일 뿐이야. 사람들은 왜 이론을 과시하려고 다니는 거지? 그런건 어디 있어?
#Person1#: 친구야, 혼동하지 마. 이론은 엄격한 테스트를 견뎌내고 난 다음에야 이론이라 불릴 수 있어. 너 강의 중에 잤지, 그치?"
9775,train_9775,"#Person1#: 애나, 그 옷 너에게 정말 잘 어울려! 색상이 너의 바지와 완벽하게 어울려.
#Person2#: 고마워, 칼라. 너한테서 듣는 칭찬이라니 정말 기쁘네. 넌 항상 맛있게 옷을 입고 있어.
#Person1#: 그런데, 그 드레스는 정말 너의 좋은 패션 감각을 보여주네. 많이 비쌌을 것 같아.
#Person2#: 아니, 별로 비싸지 않았어. 할인해서 샀어 - 60% 할인이었어.
#Person1#: 정말? 너 엄청 싸게 잘 산 거네! 다음에 할인할 때 나도 데려가는거 약속해.
#Person2#: 그럼 약속할게"
9776,train_9776,"#Person1#: 좋은 아침, 짐!
#Person2#: 좋은 아침, 엠마! 좋은 날씨네요, 그렇죠?
#Person1#: 네, 맞아요. 해가 쨍쨍하네요. 바람도 없고, 상쾌한 브리즈만 불어와요.
#Person2#: 지금은 소풍하기에 제격인 계절이에요. 소풍 장소 정하셨나요?
#Person1#: 이번 주 일요일에 공원으로 가기로 했어요. 아직 결정 못한 경우 같이 가실래요?
#Person2#: 날씨 예보는 뭐라고 했어요?
#Person1#: 맑다고 예보되고 있어요.
#Person2#: 그럼, 고민해볼계요"
